No;lnhr;lnwg;kids;age;agesq;disab;id;year;lnhr_diff_1;lnwg_diff_1;kids_diff_1;age_diff_1;agesq_diff_1;disab_diff_1;lnhr_diff_2;lnwg_diff_2;kids_diff_2;age_diff_2;agesq_diff_2;disab_diff_2;lnhr_lag_1;lnhr_lag_2;lnwg_lag_1;lnwg_lag_2;kids_lag_1;kids_lag_2;age_lag_1;age_lag_2;agesq_lag_1;agesq_lag_2;disab_lag_1;disab_lag_2
3150;7.63578686;2.3636802;0;50;2500;0;315;1988;-0.16396646;-0.16204844;0;1;99;0;-0.20727716;-0.12787099;0;3;291;0;7.79975332;7.84306402;2.52572864;2.49155119;0;0;49;47;2401;2209;0;0
3151;7.72134861;2.52252352;1;40;1600;0;316;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3152;7.75876054;2.66514269;1;42;1764;0;316;1980;0.03741193;0.14261917;0;2;164;0;NA;NA;NA;NA;NA;NA;7.72134861;NA;2.52252352;NA;1;NA;40;NA;1600;NA;0;NA
3153;7.76217061;2.59376106;1;42;1764;0;316;1981;0.00341007;-0.07138163;0;0;0;0;0.040822;0.07123754;0;2;164;0;7.75876054;7.72134861;2.66514269;2.52252352;1;1;42;40;1764;1600;0;0
3154;7.84384864;2.71601836;1;44;1936;0;316;1982;0.08167803;0.1222573;0;2;172;0;0.0850881;0.05087567;0;2;172;0;7.76217061;7.75876054;2.59376106;2.66514269;1;1;42;42;1764;1764;0;0
3155;7.49554194;2.42921778;1;45;2025;0;316;1983;-0.3483067;-0.28680058;0;1;89;0;-0.26662867;-0.16454328;0;3;261;0;7.84384864;7.76217061;2.71601836;2.59376106;1;1;44;42;1936;1764;0;0
3156;7.69848279;2.63332666;1;46;2116;0;316;1984;0.20294085;0.20410888;0;1;91;0;-0.14536585;-0.0826917;0;2;180;0;7.49554194;7.84384864;2.42921778;2.71601836;1;1;45;44;2025;1936;0;0
3157;7.72134861;2.62756296;0;47;2209;0;316;1985;0.02286582;-0.0057637;-1;1;93;0;0.22580667;0.19834518;-1;2;184;0;7.69848279;7.49554194;2.63332666;2.42921778;1;1;46;45;2116;2025;0;0
3158;7.56008047;2.6959776;1;48;2304;0;316;1986;-0.16126814;0.06841464;1;1;95;0;-0.13840232;0.06265094;0;2;188;0;7.72134861;7.69848279;2.62756296;2.63332666;0;1;47;46;2209;2116;0;0
3159;7.65681009;2.59001713;0;48;2304;0;316;1987;0.09672962;-0.10596047;-1;0;0;0;-0.06453852;-0.03754583;0;1;95;0;7.56008047;7.72134861;2.6959776;2.62756296;1;0;48;47;2304;2209;0;0
3160;7.69984241;2.66722818;0;49;2401;0;316;1988;0.04303232;0.07721105;0;1;97;0;0.13976194;-0.02874942;-1;1;97;0;7.65681009;7.56008047;2.59001713;2.6959776;0;1;48;48;2304;2304;0;0
3161;7.10496545;2.21484616;1;27;729;1;317;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3162;7.64969262;2.38139625;1;28;784;0;317;1980;0.54472717;0.16655009;0;1;55;-1;NA;NA;NA;NA;NA;NA;7.10496545;NA;2.21484616;NA;1;NA;27;NA;729;NA;1;NA
3163;7.56527528;2.28238241;1;29;841;0;317;1981;-0.08441734;-0.09901384;0;1;57;0;0.46030983;0.06753625;0;2;112;-1;7.64969262;7.10496545;2.38139625;2.21484616;1;1;28;27;784;729;0;1
3164;7.64969262;2.21702724;2;30;900;0;317;1982;0.08441734;-0.06535517;1;1;59;0;0;-0.16436901;1;2;116;0;7.56527528;7.64969262;2.28238241;2.38139625;1;1;29;28;841;784;0;0
3165;7.58781722;2.2607209;2;31;961;0;317;1983;-0.0618754;0.04369366;0;1;61;0;0.02254194;-0.02166151;1;2;120;0;7.64969262;7.56527528;2.21702724;2.28238241;2;1;30;29;900;841;0;0
3166;7.64969262;2.20937267;2;32;1024;0;317;1984;0.0618754;-0.05134823;0;1;63;0;0;-0.00765457;0;2;124;0;7.58781722;7.64969262;2.2607209;2.21702724;2;2;31;30;961;900;0;0
3167;7.51752085;2.37024372;2;33;1089;0;317;1985;-0.13217177;0.16087105;0;1;65;0;-0.07029637;0.10952282;0;2;128;0;7.64969262;7.58781722;2.20937267;2.2607209;2;2;32;31;1024;961;0;0
3168;7.58018942;2.19388571;2;34;1156;0;317;1986;0.06266857;-0.17635801;0;1;67;0;-0.0695032;-0.01548696;0;2;132;0;7.51752085;7.64969262;2.37024372;2.20937267;2;2;33;32;1089;1024;0;0
3169;7.63240113;1.71018785;2;35;1225;0;317;1987;0.05221171;-0.48369786;0;1;69;0;0.11488028;-0.66005587;0;2;136;0;7.58018942;7.51752085;2.19388571;2.37024372;2;2;34;33;1156;1089;0;0
3170;7.7186855;1.4793292;2;36;1296;0;317;1988;0.08628437;-0.23085865;0;1;71;0;0.13849608;-0.71455651;0;2;140;0;7.63240113;7.58018942;1.71018785;2.19388571;2;2;35;34;1225;1156;0;0
3171;7.60589;2.48490665;4;34;1156;0;318;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3172;7.58069975;2.53369684;4;35;1225;0;318;1980;-0.02519025;0.04879019;0;1;69;0;NA;NA;NA;NA;NA;NA;7.60589;NA;2.48490665;NA;4;NA;34;NA;1156;NA;0;NA
3173;7.58477308;2.52172061;4;36;1296;0;318;1981;0.00407333;-0.01197623;0;1;71;0;-0.02111692;0.03681396;0;2;140;0;7.58069975;7.60589;2.53369684;2.48490665;4;4;35;34;1225;1156;0;0
3174;7.6778635;2.52252352;4;37;1369;0;318;1982;0.09309042;0.00080291;0;1;73;0;0.09716375;-0.01117332;0;2;144;0;7.58477308;7.58069975;2.52172061;2.53369684;4;4;36;35;1296;1225;0;0
3175;7.83201418;2.55955022;4;38;1444;0;318;1983;0.15415068;0.0370267;0;1;75;0;0.2472411;0.03782961;0;2;148;0;7.6778635;7.58477308;2.52252352;2.52172061;4;4;37;36;1369;1296;0;0
3176;7.79729127;2.52972068;4;39;1521;0;318;1984;-0.03472291;-0.02982954;0;1;77;0;0.11942777;0.00719716;0;2;152;0;7.83201418;7.6778635;2.55955022;2.52252352;4;4;38;37;1444;1369;0;0
3177;7.77148876;2.51608228;4;40;1600;0;318;1985;-0.02580251;-0.0136384;0;1;79;0;-0.06052542;-0.04346794;0;2;156;0;7.79729127;7.83201418;2.52972068;2.55955022;4;4;39;38;1521;1444;0;0
3178;8.00636757;2.55800219;3;41;1681;0;318;1986;0.23487881;0.04191991;-1;1;81;0;0.2090763;0.02828151;-1;2;160;0;7.77148876;7.79729127;2.51608228;2.52972068;4;4;40;39;1600;1521;0;0
3179;8.19973896;2.58173085;3;42;1764;0;318;1987;0.19337139;0.02372866;0;1;83;0;0.4282502;0.06564857;-1;2;164;0;8.00636757;7.77148876;2.55800219;2.51608228;3;4;41;40;1681;1600;0;0
3180;7.66949525;2.60933424;3;43;1849;0;318;1988;-0.53024371;0.02760339;0;1;85;0;-0.33687232;0.05133205;0;2;168;0;8.19973896;8.00636757;2.58173085;2.55800219;3;3;42;41;1764;1681;0;0
3181;7.59085212;2.60638656;0;26;676;0;319;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3182;7.58069975;2.6706944;0;27;729;0;319;1980;-0.01015237;0.06430784;0;1;53;0;NA;NA;NA;NA;NA;NA;7.59085212;NA;2.60638656;NA;0;NA;26;NA;676;NA;0;NA
3183;7.42654907;2.66930939;0;28;784;0;319;1981;-0.15415068;-0.00138501;0;1;55;0;-0.16430305;0.06292283;0;2;108;0;7.58069975;7.59085212;2.6706944;2.60638656;0;0;27;26;729;676;0;0
3184;7.62070509;2.6817062;1;29;841;0;319;1982;0.19415602;0.01239681;1;1;57;0;0.04000534;0.0110118;1;2;112;0;7.42654907;7.58069975;2.66930939;2.6706944;0;0;28;27;784;729;0;0
3185;7.60787807;2.70938268;1;30;900;0;319;1983;-0.01282702;0.02767648;0;1;59;0;0.181329;0.04007329;1;2;116;0;7.62070509;7.42654907;2.6817062;2.66930939;1;0;29;28;841;784;0;0
3186;7.63530389;2.67414865;1;31;961;0;319;1984;0.02742582;-0.03523403;0;1;61;0;0.0145988;-0.00755755;0;2;120;0;7.60787807;7.62070509;2.70938268;2.6817062;1;1;30;29;900;841;0;0
3187;7.57660977;2.69732625;2;32;1024;0;319;1985;-0.05869412;0.0231776;1;1;63;0;-0.0312683;-0.01205643;1;2;124;0;7.63530389;7.60787807;2.67414865;2.70938268;1;1;31;30;961;900;0;0
3188;7.71289096;2.65183254;2;33;1089;0;319;1986;0.13628119;-0.04549371;0;1;65;0;0.07758707;-0.02231611;1;2;128;0;7.57660977;7.63530389;2.69732625;2.67414865;2;1;32;31;1024;961;0;0
3189;7.8038433;2.67965072;2;34;1156;0;319;1987;0.09095234;0.02781818;0;1;67;0;0.22723353;-0.01767553;0;2;132;0;7.71289096;7.57660977;2.65183254;2.69732625;2;2;33;32;1089;1024;0;0
3190;7.63530389;2.67414865;2;35;1225;0;319;1988;-0.16853941;-0.00550207;0;1;69;0;-0.07758707;0.02231611;0;2;136;0;7.8038433;7.71289096;2.67965072;2.65183254;2;2;34;33;1156;1089;0;0
3191;7.60090246;2.75810943;3;38;1444;0;320;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3192;7.60090246;2.78686135;3;39;1521;0;320;1980;0;0.02875192;0;1;77;0;NA;NA;NA;NA;NA;NA;7.60090246;NA;2.75810943;NA;3;NA;38;NA;1444;NA;0;NA
3193;7.60090246;2.90197084;3;40;1600;0;320;1981;0;0.11510949;0;1;79;0;0;0.14386141;0;2;156;0;7.60090246;7.60090246;2.78686135;2.75810943;3;3;39;38;1521;1444;0;0
3194;7.59287029;2.73566537;2;41;1681;0;320;1982;-0.00803217;-0.16630547;-1;1;81;0;-0.00803217;-0.05119598;-1;2;160;0;7.60090246;7.60090246;2.90197084;2.78686135;3;3;40;39;1600;1521;0;0
3195;7.8038433;2.54709871;2;42;1764;0;320;1983;0.21097301;-0.18856666;0;1;83;0;0.20294084;-0.35487213;-1;2;164;0;7.59287029;7.60090246;2.73566537;2.90197084;2;3;41;40;1681;1600;0;0
3196;7.8038433;2.7587433;2;43;1849;0;320;1984;0;0.21164459;0;1;85;0;0.21097301;0.02307793;0;2;168;0;7.8038433;7.59287029;2.54709871;2.73566537;2;2;42;41;1764;1681;0;0
3197;7.8038433;2.71997879;1;44;1936;0;320;1985;0;-0.03876451;-1;1;87;0;0;0.17288008;-1;2;172;0;7.8038433;7.8038433;2.7587433;2.54709871;2;2;43;42;1849;1764;0;0
3198;7.82404601;2.62972823;1;45;2025;0;320;1986;0.02020271;-0.09025056;0;1;89;0;0.02020271;-0.12901507;-1;2;176;0;7.8038433;7.8038433;2.71997879;2.7587433;1;2;44;43;1936;1849;0;0
3199;7.82404601;2.39242576;1;46;2116;0;320;1987;0;-0.23730247;0;1;91;0;0.02020271;-0.32755303;0;2;180;0;7.82404601;7.8038433;2.62972823;2.71997879;1;1;45;44;2025;1936;0;0
3200;7.73848812;2.50307398;0;47;2209;0;320;1988;-0.08555789;0.11064822;-1;1;93;0;-0.08555789;-0.12665425;-1;2;184;0;7.82404601;7.82404601;2.39242576;2.62972823;1;1;46;45;2116;2025;0;0
3201;7.7406644;3.27789918;3;36;1296;0;321;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3202;7.65681009;3.32575518;3;37;1369;0;321;1980;-0.08385431;0.047856;0;1;73;0;NA;NA;NA;NA;NA;NA;7.7406644;NA;3.27789918;NA;3;NA;36;NA;1296;NA;0;NA
3203;7.91205689;3.38133475;3;38;1444;0;321;1981;0.2552468;0.05557957;0;1;75;0;0.17139249;0.10343557;0;2;148;0;7.65681009;7.7406644;3.32575518;3.27789918;3;3;37;36;1369;1296;0;0
3204;7.7406644;3.15230855;2;39;1521;0;321;1982;-0.17139249;-0.2290262;-1;1;77;0;0.08385431;-0.17344663;-1;2;152;0;7.91205689;7.65681009;3.38133475;3.32575518;3;3;38;37;1444;1369;0;0
3205;7.7186855;3.112626;2;40;1600;0;321;1983;-0.0219789;-0.03968255;0;1;79;0;-0.19337139;-0.26870875;-1;2;156;0;7.7406644;7.91205689;3.15230855;3.38133475;2;3;39;38;1521;1444;0;0
3206;7.6912001;3.19294247;1;41;1681;0;321;1984;-0.0274854;0.08031647;-1;1;81;0;-0.0494643;0.04063392;-1;2;160;0;7.7186855;7.7406644;3.112626;3.15230855;2;2;40;39;1600;1521;0;0
3207;7.65681009;3.25771184;0;42;1764;0;321;1985;-0.03439001;0.06476937;-1;1;83;0;-0.06187541;0.14508584;-2;2;164;0;7.6912001;7.7186855;3.19294247;3.112626;1;2;41;40;1681;1600;0;0
3208;7.76217061;3.17638574;0;43;1849;0;321;1986;0.10536052;-0.0813261;0;1;85;0;0.07097051;-0.01655673;-1;2;168;0;7.65681009;7.6912001;3.25771184;3.19294247;0;1;42;41;1764;1681;0;0
3209;7.63094658;3.30284928;0;44;1936;0;321;1987;-0.13122403;0.12646354;0;1;87;0;-0.02586351;0.04513744;0;2;172;0;7.76217061;7.65681009;3.17638574;3.25771184;0;0;43;42;1849;1764;0;0
3210;7.72753511;3.94970404;0;45;2025;0;321;1988;0.09658853;0.64685476;0;1;89;0;-0.0346355;0.7733183;0;2;176;0;7.63094658;7.76217061;3.30284928;3.17638574;0;0;44;43;1936;1849;0;0
3211;7.61085279;2.75620523;0;35;1225;0;322;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3212;7.62070509;2.73696152;1;36;1296;0;322;1980;0.0098523;-0.01924371;1;1;71;0;NA;NA;NA;NA;NA;NA;7.61085279;NA;2.75620523;NA;0;NA;35;NA;1225;NA;0;NA
3213;7.58069975;2.41502048;1;37;1369;0;322;1981;-0.04000534;-0.32194104;0;1;73;0;-0.03015304;-0.34118475;1;2;144;0;7.62070509;7.61085279;2.73696152;2.75620523;1;0;36;35;1296;1225;0;0
3214;7.66199756;2.7073833;1;38;1444;0;322;1982;0.08129781;0.29236282;0;1;75;0;0.04129247;-0.02957822;0;2;148;0;7.58069975;7.62070509;2.41502048;2.73696152;1;1;37;36;1369;1296;0;0
3215;7.68524361;2.71403228;1;39;1521;0;322;1983;0.02324605;0.00664898;0;1;77;0;0.10454386;0.2990118;0;2;152;0;7.66199756;7.58069975;2.7073833;2.41502048;1;1;38;37;1444;1369;0;0
3216;7.63046126;2.72195311;1;40;1600;0;322;1984;-0.05478235;0.00792083;0;1;79;0;-0.0315363;0.01456981;0;2;156;0;7.68524361;7.66199756;2.71403228;2.7073833;1;1;39;38;1521;1444;0;0
3217;7.56837927;2.74919215;1;41;1681;0;322;1985;-0.06208199;0.02723904;0;1;81;0;-0.11686434;0.03515987;0;2;160;0;7.63046126;7.68524361;2.72195311;2.71403228;1;1;40;39;1600;1521;0;0
3218;7.58069975;2.7788193;1;42;1764;0;322;1986;0.01232048;0.02962715;0;1;83;0;-0.04976151;0.05686619;0;2;164;0;7.56837927;7.63046126;2.74919215;2.72195311;1;1;41;40;1681;1600;0;0
3219;7.80791663;2.76316952;1;43;1849;0;322;1987;0.22721688;-0.01564978;0;1;85;0;0.23953736;0.01397737;0;2;168;0;7.58069975;7.56837927;2.7788193;2.74919215;1;1;42;41;1764;1681;0;0
3220;7.60090246;2.65675691;1;44;1936;0;322;1988;-0.20701417;-0.10641261;0;1;87;0;0.02020271;-0.12206239;0;2;172;0;7.80791663;7.58069975;2.76316952;2.7788193;1;1;43;42;1849;1764;0;0
3221;7.57404501;2.40784557;1;32;1024;0;323;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3222;7.56527528;2.46640316;1;33;1089;0;323;1980;-0.00876973;0.05855759;0;1;65;0;NA;NA;NA;NA;NA;NA;7.57404501;NA;2.40784557;NA;1;NA;32;NA;1024;NA;0;NA
3223;7.56008047;2.39059598;1;33;1089;0;323;1981;-0.00519481;-0.07580718;0;0;0;0;-0.01396454;-0.01724959;0;1;65;0;7.56527528;7.57404501;2.46640316;2.40784557;1;1;33;32;1089;1024;0;0
3224;7.51752085;2.77695416;1;34;1156;0;323;1982;-0.04255962;0.38635818;0;1;67;0;-0.04775443;0.310551;0;1;67;0;7.56008047;7.56527528;2.39059598;2.46640316;1;1;33;33;1089;1089;0;0
3225;7.7406644;2.65885994;1;35;1225;0;323;1983;0.22314355;-0.11809422;0;1;69;0;0.18058393;0.26826396;0;2;136;0;7.51752085;7.56008047;2.77695416;2.39059598;1;1;34;33;1156;1089;0;0
3226;7.72046169;2.64759222;1;36;1296;0;323;1984;-0.02020271;-0.01126772;0;1;71;0;0.20294084;-0.12936194;0;2;140;0;7.7406644;7.51752085;2.65885994;2.77695416;1;1;35;34;1225;1156;0;0
3227;7.70255611;2.64900768;1;38;1444;0;323;1985;-0.01790558;0.00141546;0;2;148;0;-0.03810829;-0.00985226;0;3;219;0;7.72046169;7.7406644;2.64759222;2.65885994;1;1;36;35;1296;1225;0;0
3228;7.59990196;2.70604822;1;38;1444;0;323;1986;-0.10265415;0.05704054;0;0;0;0;-0.12055973;0.058456;0;2;148;0;7.70255611;7.72046169;2.64900768;2.64759222;1;1;38;36;1444;1296;0;0
3229;7.60887063;2.70938268;1;39;1521;0;323;1987;0.00896867;0.00333446;0;1;77;0;-0.09368548;0.060375;0;1;77;0;7.59990196;7.70255611;2.70604822;2.64900768;1;1;38;38;1444;1444;0;0
3230;7.57660977;2.70136119;0;41;1681;0;323;1988;-0.03226086;-0.00802149;-1;2;160;0;-0.02329219;-0.00468703;-1;3;237;0;7.60887063;7.59990196;2.70938268;2.70604822;1;1;39;38;1521;1444;0;0
3231;7.60140233;2.40784557;2;30;900;0;324;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3232;7.64587583;2.45444747;2;31;961;0;324;1980;0.0444735;0.0466019;0;1;61;0;NA;NA;NA;NA;NA;NA;7.60140233;NA;2.40784557;NA;2;NA;30;NA;900;NA;0;NA
3233;7.99967858;2.5273274;2;32;1024;0;324;1981;0.35380275;0.07287993;0;1;63;0;0.39827625;0.11948183;0;2;124;0;7.64587583;7.60140233;2.45444747;2.40784557;2;2;31;30;961;900;0;0
3234;7.64969262;2.62103882;2;33;1089;0;324;1982;-0.34998596;0.09371142;0;1;65;0;0.00381679;0.16659135;0;2;128;0;7.99967858;7.64587583;2.5273274;2.45444747;2;2;32;31;1024;961;0;0
3235;8.02289687;2.63834277;2;34;1156;0;324;1983;0.37320425;0.01730395;0;1;67;0;0.02321829;0.11101537;0;2;132;0;7.64969262;7.99967858;2.62103882;2.5273274;2;2;33;32;1089;1024;0;0
3236;7.6182511;2.5463153;1;35;1225;0;324;1984;-0.40464577;-0.09202747;-1;1;69;0;-0.03144152;-0.07472352;-1;2;136;0;8.02289687;7.64969262;2.63834277;2.62103882;2;2;34;33;1156;1089;0;0
3237;7.64300364;2.52572864;1;36;1296;0;324;1985;0.02475254;-0.02058666;0;1;71;0;-0.37989323;-0.11261413;-1;2;140;0;7.6182511;8.02289687;2.5463153;2.63834277;1;2;35;34;1225;1156;0;0
3238;7.62119516;2.46979299;1;37;1369;0;324;1986;-0.02180848;-0.05593565;0;1;73;0;0.00294406;-0.07652231;0;2;144;0;7.64300364;7.6182511;2.52572864;2.5463153;1;1;36;35;1296;1225;0;0
3239;7.62070509;2.43886271;0;38;1444;0;324;1987;-0.00049007;-0.03093028;-1;1;75;0;-0.02229855;-0.08686593;-1;2;148;0;7.62119516;7.64300364;2.46979299;2.52572864;1;1;37;36;1369;1296;0;0
3240;7.74240202;2.41591376;0;39;1521;0;324;1988;0.12169693;-0.02294895;0;1;77;0;0.12120686;-0.05387923;-1;2;152;0;7.62070509;7.62119516;2.43886271;2.46979299;0;1;38;37;1444;1369;0;0
3241;8.06432196;2.55022615;0;33;1089;0;325;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3242;7.96554557;2.45014267;0;34;1156;0;325;1980;-0.09877639;-0.10008348;0;1;67;0;NA;NA;NA;NA;NA;NA;8.06432196;NA;2.55022615;NA;0;NA;33;NA;1089;NA;0;NA
3243;7.74240202;2.41591376;0;35;1225;0;325;1981;-0.22314355;-0.03422891;0;1;69;0;-0.32191994;-0.13431239;0;2;136;0;7.96554557;8.06432196;2.45014267;2.55022615;0;0;34;33;1156;1089;0;0
3244;7.96554557;2.47569774;0;36;1296;0;325;1982;0.22314355;0.05978398;0;1;71;0;0;0.02555507;0;2;140;0;7.74240202;7.96554557;2.41591376;2.45014267;0;0;35;34;1225;1156;0;0
3245;7.72973533;2.35327825;0;37;1369;0;325;1983;-0.23581024;-0.12241949;0;1;73;0;-0.01266669;-0.06263551;0;2;144;0;7.96554557;7.74240202;2.47569774;2.41591376;0;0;36;35;1296;1225;0;0
3246;7.83201418;1.81807675;0;37;1369;0;325;1984;0.10227885;-0.5352015;0;0;0;0;-0.13353139;-0.65762099;0;1;73;0;7.72973533;7.96554557;2.35327825;2.47569774;0;0;37;36;1369;1296;0;0
3247;7.8785342;2.23001442;0;40;1600;0;325;1985;0.04652002;0.41193767;0;3;231;0;0.14879887;-0.12326383;0;3;231;0;7.83201418;7.72973533;1.81807675;2.35327825;0;0;37;37;1369;1369;0;0
3248;7.75790621;2.26488324;0;40;1600;0;325;1986;-0.12062799;0.03486882;0;0;0;0;-0.07410797;0.44680649;0;3;231;0;7.8785342;7.83201418;2.23001442;1.81807675;0;0;40;37;1600;1369;0;0
3249;7.75790621;2.27006193;1;41;1681;0;325;1987;0;0.00517869;1;1;81;0;-0.12062799;0.04004751;1;1;81;0;7.75790621;7.8785342;2.26488324;2.23001442;0;0;40;40;1600;1600;0;0
3250;7.39018143;2.51688972;2;42;1764;0;325;1988;-0.36772478;0.24682779;1;1;83;0;-0.36772478;0.25200648;2;2;164;0;7.75790621;7.75790621;2.27006193;2.26488324;1;0;41;40;1681;1600;0;0
3251;7.77485577;2.46640316;3;33;1089;0;326;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3252;7.18538702;2.63260799;3;34;1156;0;326;1980;-0.58946875;0.16620483;0;1;67;0;NA;NA;NA;NA;NA;NA;7.77485577;NA;2.46640316;NA;3;NA;33;NA;1089;NA;0;NA
3253;7.81601384;2.31055326;3;35;1225;0;326;1981;0.63062682;-0.32205473;0;1;69;0;0.04115807;-0.1558499;0;2;136;0;7.18538702;7.77485577;2.63260799;2.46640316;3;3;34;33;1156;1089;0;0
3254;7.70661291;2.55334384;3;36;1296;0;326;1982;-0.10940093;0.24279058;0;1;71;0;0.52122589;-0.07926415;0;2;140;0;7.81601384;7.18538702;2.31055326;2.63260799;3;3;35;34;1225;1156;0;0
3255;7.71065332;2.32140681;3;37;1369;0;326;1983;0.00404041;-0.23193703;0;1;73;0;-0.10536052;0.01085355;0;2;144;0;7.70661291;7.81601384;2.55334384;2.31055326;3;3;36;35;1296;1225;0;0
3256;6.89770494;2.67414865;3;38;1444;0;326;1984;-0.81294838;0.35274184;0;1;75;0;-0.80890797;0.12080481;0;2;148;0;7.71065332;7.70661291;2.32140681;2.55334384;3;3;37;36;1369;1296;0;0
3257;7.60489448;2.74919215;3;39;1521;0;326;1985;0.70718954;0.0750435;0;1;77;0;-0.10575884;0.42778534;0;2;152;0;6.89770494;7.71065332;2.67414865;2.32140681;3;3;38;37;1444;1369;0;0
3258;7.57250299;2.77944024;2;40;1600;0;326;1986;-0.03239149;0.03024809;-1;1;79;0;0.67479805;0.10529159;-1;2;156;0;7.60489448;6.89770494;2.74919215;2.67414865;3;3;39;38;1521;1444;0;0
3259;7.53476266;2.74919215;2;41;1681;0;326;1987;-0.03774033;-0.03024809;0;1;81;0;-0.07013182;0;-1;2;160;0;7.57250299;7.60489448;2.77944024;2.74919215;2;3;40;39;1600;1521;0;0
3260;7.60887063;2.83321334;2;42;1764;1;326;1988;0.07410797;0.08402119;0;1;83;1;0.03636764;0.0537731;0;2;164;1;7.53476266;7.57250299;2.74919215;2.77944024;2;2;41;40;1681;1600;0;0
3261;7.63433724;2.66930939;2;49;2401;0;327;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3262;7.72134861;2.67827807;2;50;2500;0;327;1980;0.08701137;0.00896868;0;1;99;0;NA;NA;NA;NA;NA;NA;7.63433724;NA;2.66930939;NA;2;NA;49;NA;2401;NA;0;NA
3263;7.63433724;2.67483808;2;51;2601;0;327;1981;-0.08701137;-0.00343999;0;1;101;0;0;0.00552869;0;2;200;0;7.72134861;7.63433724;2.67827807;2.66930939;2;2;50;49;2500;2401;0;0
3264;7.47306909;2.68102155;1;52;2704;0;327;1982;-0.16126815;0.00618347;-1;1;103;0;-0.24827952;0.00274348;-1;2;204;0;7.63433724;7.72134861;2.67483808;2.67827807;2;2;51;50;2601;2500;0;0
3265;7.53902706;2.63476238;1;53;2809;0;327;1983;0.06595797;-0.04625917;0;1;105;0;-0.09531018;-0.0400757;-1;2;208;0;7.47306909;7.63433724;2.68102155;2.67483808;1;2;52;51;2704;2601;0;0
3266;7.53369371;2.63834277;0;54;2916;0;327;1984;-0.00533335;0.00358039;-1;1;107;0;0.06062462;-0.04267878;-1;2;212;0;7.53902706;7.47306909;2.63476238;2.68102155;1;1;53;52;2809;2704;0;0
3267;7.51752085;2.62031127;0;55;3025;0;327;1985;-0.01617286;-0.0180315;0;1;109;0;-0.02150621;-0.01445111;-1;2;216;0;7.53369371;7.53902706;2.63834277;2.63476238;0;1;54;53;2916;2809;0;0
3268;7.51752085;2.61153929;0;56;3136;0;327;1986;0;-0.00877198;0;1;111;0;-0.01617286;-0.02680348;0;2;220;0;7.51752085;7.53369371;2.62031127;2.63834277;0;0;55;54;3025;2916;0;0
3269;7.54221346;2.584752;0;57;3249;0;327;1987;0.02469261;-0.02678729;0;1;113;0;0.02469261;-0.03555927;0;2;224;0;7.51752085;7.51752085;2.61153929;2.62031127;0;0;56;55;3136;3025;0;0
3270;7.54221346;2.48490665;0;58;3364;0;327;1988;0;-0.09984535;0;1;115;0;0.02469261;-0.12663264;0;2;228;0;7.54221346;7.51752085;2.584752;2.61153929;0;0;57;56;3249;3136;0;0
3271;7.68708016;2.08939186;0;24;576;0;328;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3272;7.76217061;2.15059875;1;25;625;0;328;1980;0.07509045;0.06120689;1;1;49;0;NA;NA;NA;NA;NA;NA;7.68708016;NA;2.08939186;NA;0;NA;24;NA;576;NA;0;NA
3273;7.54960917;2.15292428;1;26;676;0;328;1981;-0.21256144;0.00232553;0;1;51;0;-0.13747099;0.06353242;1;2;100;0;7.76217061;7.68708016;2.15059875;2.08939186;1;0;25;24;625;576;0;0
